Airline,Percent Leisure Travelers, Average Business Fare , Average Leisure Fare ,Utilization,How advertised,Gate fees charged to each passenger,Gallons of Fuel Used,Origin City,Destination City,Domestic Flight
SC Airlines,74.2%," $1,840.29 ", $406.27 ,72.9%,Television,$18.59,15127,SEA,ATL,FALSE
Columbia,90.3%, $515.47 , $218.66 ,73.8%,None,$0.00,6892,DTW,SLC,TRUE
SC Airlines,59.4%, $575.87 , $228.76 ,56.8%,None,$16.10,7151,DTW,BWI,TRUE
SC Airlines,66.0%, $587.15 , $429.94 ,67.4%,None,$17.07,7212,SLC,ATL,TRUE
Columbia,75.9%, $511.53 , $285.94 ,76.2%,None,$0.00,7982,MDW,SAN,TRUE
SC Airlines,56.0%," $1,395.47 ", $447.45 ,82.7%,Billboard,$24.29,6560,BOS,ATL,TRUE
Columbia,94.6%, $568.96 , $357.44 ,73.3%,None,$0.00,7297,SAN,MIA,TRUE
SC Airlines,66.1%, $591.90 , $248.61 ,69.8%,None,$19.42,6759,MSP,SAN,TRUE
SC Airlines,55.3%," $1,109.59 ", $473.44 ,85.7%,Billboard,$20.03,7769,LAX,EWR,TRUE
SC Airlines,65.1%, $830.86 , $264.92 ,71.4%,None,$24.82,7456,LAX,MSP,TRUE
SC Airlines,60.4%, $821.68 , $448.98 ,71.2%,Billboard,$16.19,6131,ATL,MSP,TRUE
Columbia,78.4%, $833.96 , $392.26 ,86.6%,Billboard,$0.00,7230,MCO,LGA,TRUE
SC Airlines,61.6%, $891.10 , $327.83 ,79.6%,Billboard,$20.18,7784,MSP,JFK,TRUE
SC Airlines,47.7%," $1,132.54 ", $360.65 ,79.8%,Billboard,$20.73,6929,IAD,DEN,TRUE
SC Airlines,52.7%, $755.19 , $266.62 ,75.9%,Billboard,$16.25,6741,ATL,IAD,TRUE
SC Airlines,40.8%, $528.20 , $343.16 ,73.2%,None,$24.01,6659,ATL,ATL,TRUE
Columbia,73.6%, $631.78 , $263.09 ,90.6%,None,$0.00,7403,MCO,JFK,TRUE
SC Airlines,55.7%," $2,500.60 ", $523.11 ,69.6%,Television,$24.68,15914,ATL,ATL,FALSE
Columbia,90.1%, $975.17 , $333.58 ,80.1%,None,$0.00,7186,LAX,ORD,TRUE
Columbia,87.0%," $1,138.43 ", $223.14 ,78.4%,Billboard,$0.00,7960,DFW,DCA,TRUE
SC Airlines,55.7%," $1,308.96 ", $338.97 ,74.6%,Billboard,$17.49,6474,MSP,LAX,TRUE
Columbia,77.0%," $1,037.20 ", $363.23 ,74.0%,Billboard,$0.00,6691,SEA,FLL,TRUE
Columbia,84.5%, $722.13 , $369.50 ,80.5%,None,$0.00,7902,MIA,LAX,TRUE
SC Airlines,75.1%, $514.77 , $426.31 ,68.2%,Billboard,$20.54,7630,MSP,DTW,TRUE
Columbia,94.0%, $574.80 , $299.47 ,69.5%,None,$0.00,6225,MIA,PHL,TRUE
Columbia,85.0%, $516.64 , $334.25 ,82.0%,None,$0.00,7161,TPA,SEA,TRUE
SC Airlines,72.6%, $642.35 , $420.39 ,76.7%,Billboard,$17.74,6229,ATL,SFO,TRUE
Columbia,70.5%," $1,195.84 ", $287.78 ,80.2%,Billboard,$0.00,6650,DCA,ORD,TRUE
SC Airlines,51.3%," $2,173.83 ", $465.28 ,81.8%,Television,$22.03,15153,JFK,DTW,FALSE
SC Airlines,82.9%," $1,208.28 ", $352.75 ,67.2%,Billboard,$23.41,7248,ATL,MSP,TRUE
SC Airlines,63.9%," $1,750.79 ", $494.15 ,85.1%,Television,$17.52,14813,MIA,SYD,FALSE
Columbia,77.2%, $593.77 , $298.90 ,93.3%,None,$0.00,6178,BOS,DEN,TRUE
Columbia,90.6%, $932.01 , $354.36 ,78.8%,None,$0.00,7672,FLL,LGA,TRUE
SC Airlines,64.6%," $1,240.33 ", $365.35 ,73.7%,Billboard,$22.82,7852,AMS,ATL,TRUE
SC Airlines,83.5%, $759.64 , $589.87 ,94.5%,Billboard,$21.85,7430,EWR,FCO,TRUE
Columbia,100.0%," $1,232.63 ", $403.45 ,91.8%,Billboard,$0.00,7561,LGA,LGA,TRUE
SC Airlines,65.9%, $598.00 , $291.38 ,68.7%,None,$17.21,6544,DTW,DEN,TRUE
Columbia,92.1%, $920.95 , $280.72 ,86.7%,Billboard,$0.00,7006,TPA,BOS,TRUE
Columbia,78.2%, $637.55 , $272.02 ,70.0%,Billboard,$0.00,7016,MIA,LAS,TRUE
SC Airlines,41.1%, $898.98 , $534.60 ,84.7%,Billboard,$24.61,7154,JFK,ATL,TRUE
Columbia,88.5%," $1,137.69 ", $254.08 ,82.7%,Billboard,$0.00,7343,IAD,AUS,TRUE
SC Airlines,52.1%, $531.91 , $421.00 ,69.7%,Billboard,$17.25,6719,DEN,MSP,TRUE
Columbia,81.6%, $920.90 , $256.36 ,75.7%,Billboard,$0.00,6225,FLL,TPA,TRUE
SC Airlines,54.5%," $1,077.11 ", $268.58 ,69.3%,Billboard,$19.32,6632,MSP,DTW,TRUE
SC Airlines,66.0%," $1,168.84 ", $350.67 ,88.8%,Billboard,$21.86,6720,SLC,HND,TRUE
Columbia,65.0%, $427.53 , $284.80 ,70.6%,None,$0.00,7924,DFW,MIA,TRUE
SC Airlines,43.3%," $1,080.35 ", $429.37 ,72.5%,Billboard,$19.01,6711,ATL,DTW,TRUE
SC Airlines,52.3%, $766.38 , $362.47 ,70.8%,Billboard,$21.24,7251,ATL,DTW,TRUE
SC Airlines,56.9%," $1,139.42 ", $472.03 ,79.4%,Billboard,$16.11,6186,EWR,DTW,TRUE
SC Airlines,67.3%, $636.00 , $300.54 ,68.9%,None,$22.94,7566,MSP,DTW,TRUE
Columbia,98.8%," $1,093.47 ", $232.17 ,84.2%,None,$0.00,6310,DEN,IAD,TRUE
SC Airlines,60.0%, $611.47 , $400.31 ,73.7%,Billboard,$19.38,7556,MSP,JFK,TRUE
SC Airlines,72.0%, $816.37 , $348.32 ,72.8%,Billboard,$23.27,6461,DTW,MSP,TRUE
SC Airlines,66.8%," $1,003.89 ", $283.55 ,71.3%,None,$24.30,6149,DTW,LAS,TRUE
Columbia,100.0%, $627.98 , $300.92 ,73.7%,None,$0.00,7432,IAH,MCO,TRUE
SC Airlines,78.7%," $1,117.05 ", $316.30 ,65.4%,Billboard,$19.23,6482,IAH,MSP,TRUE
Columbia,88.6%, $546.79 , $234.80 ,86.8%,None,$0.00,6854,JFK,IAH,TRUE
SC Airlines,67.5%, $624.42 , $347.97 ,56.4%,Billboard,$23.87,7887,AUS,BWI,TRUE
Columbia,91.3%, $813.41 , $355.04 ,91.1%,None,$0.00,6181,SFO,LGA,TRUE
SC Airlines,69.5%," $2,851.22 ", $461.93 ,87.7%,Television,$22.17,14891,MUC,IAD,FALSE
Columbia,85.8%, $877.86 , $223.79 ,80.5%,Billboard,$0.00,7808,LGA,DFW,TRUE
SC Airlines,79.5%," $1,163.97 ", $465.20 ,76.1%,Billboard,$24.64,7930,SFO,SAN,TRUE
SC Airlines,61.9%," $1,157.32 ", $296.83 ,69.5%,Billboard,$18.40,6468,ATL,MIA,TRUE
Columbia,77.2%," $1,048.81 ", $201.40 ,71.0%,None,$0.00,7141,PHL,PHL,TRUE
Columbia,71.3%, $440.57 , $295.52 ,67.4%,None,$0.00,6171,SLC,IAH,TRUE
Columbia,64.9%, $792.68 , $278.94 ,97.6%,None,$0.00,6823,JFK,JFK,TRUE
Columbia,87.0%, $859.73 , $240.63 ,75.2%,None,$0.00,7739,DEN,MDW,TRUE
SC Airlines,51.9%," $1,075.25 ", $406.89 ,67.3%,Billboard,$23.71,7063,MSP,ATL,TRUE
SC Airlines,62.3%, $868.74 , $326.75 ,71.3%,Billboard,$17.27,7583,LGA,DTW,TRUE
SC Airlines,72.7%," $1,075.84 ", $423.92 ,66.6%,Billboard,$23.77,14693,BOS,BWI,FALSE
Columbia,79.7%, $503.20 , $320.89 ,77.5%,None,$0.00,7870,MCO,SEA,TRUE
Columbia,74.7%, $853.83 , $273.20 ,92.1%,Billboard,$0.00,7027,EWR,MSP,TRUE
SC Airlines,54.3%, $854.91 , $330.66 ,78.1%,Billboard,$24.73,7387,SFO,LAS,TRUE
SC Airlines,71.9%, $697.56 , $266.12 ,60.5%,None,$18.98,6765,BNA,MIA,TRUE
SC Airlines,77.5%, $724.03 , $322.84 ,66.9%,None,$22.30,6821,MCO,ATL,TRUE
SC Airlines,56.7%, $654.52 , $542.09 ,87.5%,Billboard,$16.05,6181,CDG,ATL,TRUE
SC Airlines,58.4%, $636.64 , $413.26 ,74.3%,Billboard,$21.48,6945,SFO,LAS,TRUE
Columbia,80.2%," $1,376.44 ", $412.95 ,96.6%,Billboard,$0.00,7631,BOS,LAX,TRUE
SC Airlines,76.3%," $1,960.50 ", $645.87 ,67.0%,Television,$16.81,14858,DTW,DEN,FALSE
SC Airlines,66.1%," $2,517.74 ", $729.19 ,75.9%,Television,$16.34,12751,LAX,DEN,FALSE
Columbia,85.8%, $569.92 , $359.85 ,88.2%,None,$0.00,6751,IAH,EWR,TRUE
SC Airlines,57.9%, $968.40 , $321.90 ,70.8%,None,$24.74,6662,ATL,DTW,TRUE
SC Airlines,55.0%, $930.80 , $496.33 ,77.8%,Billboard,$23.44,7017,MSP,IAD,TRUE
SC Airlines,80.3%," $1,228.22 ", $398.38 ,70.3%,Billboard,$22.95,7427,FLL,LAX,TRUE
Columbia,82.4%, $696.12 , $276.16 ,84.8%,Billboard,$0.00,6746,MSP,LAX,TRUE
Columbia,91.2%, $615.96 , $336.25 ,85.6%,None,$0.00,7765,FLL,BOS,TRUE
SC Airlines,46.0%," $1,230.45 ", $385.65 ,72.2%,Billboard,$23.29,6398,ATL,DTW,TRUE
SC Airlines,71.9%, $856.07 , $408.44 ,73.9%,Billboard,$15.60,6289,MSP,ATL,TRUE
SC Airlines,53.1%, $630.71 , $276.08 ,73.1%,None,$22.12,6634,LAX,DTW,TRUE
SC Airlines,58.5%, $725.90 , $238.47 ,58.0%,None,$22.68,7183,DEN,DFW,TRUE
SC Airlines,40.0%," $1,027.44 ", $430.80 ,68.0%,Billboard,$15.81,6319,DFW,ATL,TRUE
SC Airlines,63.0%, $996.69 , $298.72 ,59.5%,None,$23.69,6415,ORD,BNA,TRUE
SC Airlines,79.2%," $1,332.93 ", $365.82 ,74.3%,Billboard,$21.94,6994,DTW,MCO,TRUE
Columbia,77.1%, $821.29 , $381.84 ,82.2%,Billboard,$0.00,6928,LAS,DEN,TRUE
SC Airlines,65.3%, $688.29 , $284.89 ,78.1%,None,$20.93,7524,CAN,SLC,TRUE
SC Airlines,72.1%, $981.96 , $256.34 ,63.8%,None,$19.49,7026,ORD,ATL,TRUE
Columbia,97.3%," $1,018.41 ", $303.44 ,72.0%,Billboard,$0.00,7790,FLL,MIA,TRUE
Columbia,66.9%, $925.73 , $336.26 ,69.8%,Billboard,$0.00,7197,MDW,BNA,TRUE
SC Airlines,59.4%," $1,338.14 ", $427.70 ,66.5%,Television,$15.38,14961,MDW,MSP,FALSE
SC Airlines,59.1%, $666.76 , $568.14 ,88.2%,Billboard,$16.68,7823,ATL,FCO,TRUE
SC Airlines,71.9%, $901.47 , $416.96 ,66.7%,Billboard,$22.05,7977,MCO,BNA,TRUE
Columbia,82.5%," $1,159.44 ", $366.58 ,81.5%,Billboard,$0.00,7618,AUS,SFO,TRUE
Columbia,78.2%, $720.62 , $230.38 ,77.5%,None,$0.00,6466,ATL,SAN,TRUE
Columbia,93.5%, $540.49 , $264.57 ,65.5%,None,$0.00,7816,AUS,ORD,TRUE
SC Airlines,57.7%," $1,201.93 ", $384.09 ,82.6%,Billboard,$15.41,7992,CGK,DFW,TRUE
SC Airlines,49.1%, $795.78 , $351.68 ,76.3%,Billboard,$21.75,6656,MCO,LGA,TRUE
SC Airlines,59.5%, $716.38 , $324.62 ,61.7%,None,$21.42,7463,AUS,IAH,TRUE
SC Airlines,52.5%," $1,331.37 ", $576.80 ,65.2%,Television,$24.67,14941,MSP,SLC,FALSE
Columbia,85.6%," $1,224.61 ", $389.58 ,81.7%,Billboard,$0.00,7220,LGA,ORD,TRUE
Columbia,78.3%, $758.32 , $234.44 ,84.4%,None,$0.00,7818,MCO,LAX,TRUE
SC Airlines,66.3%," $2,298.41 ", $689.06 ,95.5%,Television,$24.64,13228,JFK,MAD,FALSE
SC Airlines,71.7%, $985.90 , $334.92 ,64.6%,None,$17.14,7668,IAH,MCO,TRUE
SC Airlines,76.8%," $1,077.25 ", $362.14 ,71.1%,Billboard,$20.87,7075,MSP,DEN,TRUE
Columbia,99.3%," $1,048.35 ", $280.98 ,77.1%,None,$0.00,7078,AUS,DEN,TRUE
SC Airlines,60.2%, $807.30 , $235.02 ,65.4%,None,$15.09,6650,DCA,BWI,TRUE
Columbia,83.3%, $451.62 , $350.61 ,72.8%,Billboard,$0.00,6512,AUS,DEN,TRUE
Columbia,92.3%, $693.01 , $323.76 ,83.7%,Billboard,$0.00,6810,JFK,MDW,TRUE
Columbia,78.3%," $1,143.69 ", $307.22 ,78.9%,Billboard,$0.00,7670,LAX,FLL,TRUE
Columbia,100.0%, $736.34 , $328.17 ,69.9%,Billboard,$0.00,7809,TPA,BWI,TRUE
SC Airlines,46.3%," $1,034.22 ", $422.81 ,67.4%,Billboard,$17.68,15653,ORD,MSP,FALSE
SC Airlines,52.0%, $885.31 , $283.61 ,56.6%,None,$19.22,7714,MCO,BWI,TRUE
Columbia,97.2%, $956.97 , $423.37 ,95.8%,Billboard,$0.00,7501,LAX,JFK,TRUE
Columbia,72.9%, $498.78 , $287.64 ,75.9%,None,$0.00,7445,SAN,BNA,TRUE
Columbia,82.4%, $591.41 , $277.94 ,82.1%,None,$0.00,6887,MIA,LAX,TRUE
SC Airlines,75.0%, $896.77 , $221.18 ,62.7%,Billboard,$17.08,7181,DCA,BWI,TRUE
Columbia,78.2%, $971.39 , $324.21 ,73.2%,None,$0.00,6832,ORD,MCO,TRUE
Columbia,85.7%, $691.57 , $314.42 ,73.1%,Billboard,$0.00,7285,MIA,MIA,TRUE
Columbia,100.0%, $766.96 , $207.13 ,75.0%,None,$0.00,6580,FLL,TPA,TRUE
SC Airlines,48.6%, $869.03 , $357.04 ,76.8%,Billboard,$17.72,6917,IAD,IAH,TRUE
SC Airlines,64.8%, $477.68 , $292.68 ,61.6%,None,$22.09,6618,LAS,DFW,TRUE
Columbia,71.7%, $546.30 , $336.73 ,73.6%,None,$0.00,7528,SLC,IAH,TRUE
SC Airlines,60.4%," $1,168.10 ", $361.86 ,69.4%,Billboard,$21.07,7049,ORD,ATL,TRUE
Columbia,70.7%, $942.20 , $325.01 ,74.0%,Billboard,$0.00,6391,SEA,MDW,TRUE
SC Airlines,54.7%, $994.32 , $375.82 ,95.6%,Billboard,$18.26,6768,MSP,SIN,TRUE
Columbia,81.8%," $1,060.35 ", $337.44 ,84.0%,Billboard,$0.00,7456,DFW,LAX,TRUE
Columbia,79.7%, $864.41 , $376.91 ,83.3%,Billboard,$0.00,7409,FLL,JFK,TRUE
Columbia,76.0%, $597.14 , $392.78 ,92.2%,None,$0.00,7340,SFO,LGA,TRUE
SC Airlines,63.3%, $740.37 , $427.07 ,100.0%,Billboard,$17.70,7644,JFK,CAN,TRUE
SC Airlines,61.6%," $1,835.28 ", $724.79 ,80.4%,Television,$17.47,15569,BOS,MSP,FALSE
SC Airlines,62.3%, $844.65 , $282.99 ,67.3%,None,$23.66,7880,IAD,FLL,TRUE
Columbia,71.6%, $822.45 , $259.75 ,84.3%,Billboard,$0.00,6634,BOS,PHL,TRUE
Columbia,93.6%," $1,236.00 ", $265.34 ,82.7%,Billboard,$0.00,6855,DEN,MCO,TRUE
SC Airlines,53.0%, $681.57 , $403.43 ,64.3%,Billboard,$22.31,6108,DTW,IAH,TRUE
Columbia,88.0%, $722.12 , $230.83 ,83.9%,None,$0.00,7200,MIA,JFK,TRUE
SC Airlines,66.7%," $1,374.19 ", $503.36 ,100.0%,Television,$17.62,6524,CGK,MUC,TRUE
SC Airlines,56.6%," $1,263.68 ", $422.59 ,87.3%,Billboard,$16.78,7085,DTW,FCO,TRUE
SC Airlines,56.5%," $1,143.09 ", $301.19 ,66.4%,Billboard,$24.76,6127,MCO,MDW,TRUE
SC Airlines,48.9%, $845.20 , $449.56 ,70.7%,Billboard,$18.77,6770,DTW,DTW,TRUE
SC Airlines,70.1%, $602.07 , $288.46 ,76.0%,None,$16.92,6658,LAX,FLL,TRUE
SC Airlines,53.8%, $697.72 , $254.16 ,64.5%,None,$18.45,6987,DTW,DFW,TRUE
SC Airlines,66.9%," $1,138.61 ", $454.87 ,72.6%,Billboard,$23.99,7315,DTW,ATL,TRUE
Columbia,82.4%, $536.41 , $339.49 ,84.0%,None,$0.00,7035,JFK,MIA,TRUE
Columbia,98.2%, $668.59 , $384.03 ,83.7%,None,$0.00,6620,DTW,LGA,TRUE
Columbia,85.3%, $625.36 , $279.52 ,75.9%,None,$0.00,6040,MSP,IAH,TRUE
SC Airlines,51.7%, $972.33 , $350.42 ,66.5%,Billboard,$24.55,6427,DFW,MCO,TRUE
SC Airlines,64.7%," $2,216.32 ", $530.61 ,79.0%,Television,$19.48,15193,EWR,TPA,FALSE
Columbia,86.3%, $861.76 , $214.27 ,72.3%,None,$0.00,6131,IAH,DFW,TRUE
Columbia,89.6%, $978.39 , $440.53 ,91.4%,Billboard,$0.00,7575,EWR,SEA,TRUE
Columbia,72.5%," $1,007.29 ", $411.06 ,85.9%,Billboard,$0.00,6526,IAD,DTW,TRUE
Columbia,79.2%, $833.17 , $303.27 ,79.8%,Billboard,$0.00,7524,IAD,ORD,TRUE
Columbia,76.4%, $483.00 , $288.38 ,77.7%,None,$0.00,6412,DFW,ATL,TRUE
SC Airlines,60.8%," $1,142.52 ", $360.44 ,74.7%,Billboard,$19.67,7809,LAX,SEA,TRUE
Columbia,89.2%," $1,052.94 ", $284.07 ,83.7%,Billboard,$0.00,7831,IAD,DEN,TRUE
SC Airlines,78.4%," $1,189.50 ", $392.37 ,66.4%,Billboard,$23.57,7306,IAH,LAS,TRUE
SC Airlines,63.0%, $679.69 , $225.03 ,56.8%,None,$19.00,6990,DFW,ORD,TRUE
SC Airlines,59.1%, $591.82 , $317.13 ,72.5%,None,$22.33,6689,ATL,MSP,TRUE
Columbia,79.2%, $966.35 , $469.90 ,100.0%,Billboard,$0.00,6842,EWR,JFK,TRUE
Columbia,90.3%, $994.05 , $341.40 ,75.4%,Billboard,$0.00,7026,MSP,PHL,TRUE
SC Airlines,65.2%," $1,067.11 ", $323.75 ,84.3%,Billboard,$24.15,7143,LGA,SFO,TRUE
SC Airlines,65.4%," $1,315.89 ", $526.99 ,100.0%,Television,$23.61,7253,HKG,BKK,TRUE
SC Airlines,74.4%," $1,173.67 ", $391.86 ,69.7%,Billboard,$24.25,6325,ATL,DTW,TRUE
SC Airlines,65.5%," $1,133.67 ", $492.03 ,78.6%,Billboard,$15.62,7160,JFK,FLL,TRUE
Columbia,96.3%, $810.12 , $278.38 ,67.4%,Billboard,$0.00,6472,FLL,BWI,TRUE
SC Airlines,64.0%, $656.91 , $299.50 ,77.5%,Billboard,$23.79,6657,BOS,DTW,TRUE
SC Airlines,60.0%," $1,627.09 ", $548.18 ,93.3%,Television,$16.39,6744,MSP,DXB,TRUE
SC Airlines,58.6%," $2,311.43 ", $555.56 ,75.4%,Television,$23.40,12762,SFO,MCO,FALSE
Columbia,83.9%, $851.04 , $274.74 ,71.4%,Billboard,$0.00,7543,FLL,DFW,TRUE
Columbia,91.2%, $995.69 , $363.15 ,81.8%,Billboard,$0.00,6977,IAH,JFK,TRUE
Columbia,81.0%, $593.07 , $343.08 ,82.6%,Billboard,$0.00,6982,EWR,IAH,TRUE
SC Airlines,61.9%, $810.06 , $403.40 ,79.4%,Billboard,$23.86,7543,MSP,IAD,TRUE
SC Airlines,66.5%," $1,110.88 ", $317.78 ,83.1%,Billboard,$17.76,6262,MCO,MUC,TRUE
SC Airlines,69.5%, $923.39 , $405.60 ,71.1%,Billboard,$15.36,6287,SFO,ATL,TRUE
Columbia,80.1%," $1,147.97 ", $274.78 ,92.4%,Billboard,$0.00,6570,SFO,SFO,TRUE
SC Airlines,64.5%, $944.42 , $395.41 ,82.6%,Billboard,$18.60,6755,LHR,MSP,TRUE
SC Airlines,57.9%, $889.95 , $369.50 ,64.5%,Billboard,$17.70,7937,MSP,IAH,TRUE
SC Airlines,65.9%, $587.15 , $370.74 ,70.9%,Billboard,$23.16,7220,MCO,DTW,TRUE
SC Airlines,54.5%," $1,257.12 ", $377.44 ,71.2%,Billboard,$18.28,14818,DFW,DEN,FALSE
SC Airlines,54.9%, $578.05 , $414.26 ,70.1%,Billboard,$20.36,7182,DTW,ATL,TRUE
SC Airlines,73.6%, $792.58 , $327.92 ,67.9%,None,$19.29,7306,LAS,TPA,TRUE
SC Airlines,56.0%, $925.00 , $339.81 ,62.3%,Billboard,$21.84,7001,LAS,AUS,TRUE
SC Airlines,57.4%, $667.33 , $330.50 ,91.3%,None,$21.16,6263,PEK,MSP,TRUE
SC Airlines,87.0%," $1,021.69 ", $481.31 ,80.8%,Television,$16.06,6710,EWR,DTW,TRUE
Columbia,100.0%," $1,046.50 ", $440.67 ,90.1%,Billboard,$0.00,7869,LAX,SFO,TRUE
SC Airlines,59.3%," $1,220.10 ", $252.09 ,67.8%,Billboard,$17.86,6471,DFW,SAN,TRUE
SC Airlines,68.2%, $712.36 , $341.46 ,88.5%,Billboard,$16.39,7747,JFK,SFO,TRUE
SC Airlines,77.7%, $496.27 , $370.05 ,66.0%,Billboard,$18.86,7901,DTW,DTW,TRUE
Columbia,99.1%, $999.42 , $347.83 ,85.5%,Billboard,$0.00,7555,TPA,SFO,TRUE
SC Airlines,69.8%," $1,303.81 ", $303.50 ,76.3%,Billboard,$24.65,6752,DTW,MSP,TRUE
SC Airlines,54.6%, $957.60 , $500.88 ,77.7%,Billboard,$15.30,7236,JFK,DTW,TRUE
SC Airlines,89.5%," $1,296.10 ", $442.02 ,70.8%,Billboard,$18.53,15817,ATL,MCO,FALSE
SC Airlines,61.1%, $689.74 , $407.00 ,65.4%,Billboard,$16.58,6214,MDW,MSP,TRUE
SC Airlines,60.8%," $1,019.92 ", $534.51 ,93.5%,Billboard,$15.63,7468,DTW,DXB,TRUE
Columbia,76.1%, $823.01 , $345.77 ,85.9%,Billboard,$0.00,7994,JFK,MIA,TRUE
SC Airlines,63.4%, $634.14 , $339.09 ,65.6%,None,$16.97,6692,DTW,IAH,TRUE
Columbia,96.6%, $621.74 , $268.00 ,79.1%,None,$0.00,6791,FLL,DCA,TRUE
SC Airlines,77.1%, $691.22 , $420.50 ,65.6%,Billboard,$18.53,7463,ATL,MSP,TRUE
Columbia,76.5%, $704.33 , $356.01 ,75.7%,Billboard,$0.00,6328,LAS,ORD,TRUE
SC Airlines,52.7%," $1,294.85 ", $323.23 ,77.6%,Billboard,$19.51,6466,MCO,SFO,TRUE
Columbia,95.1%, $973.94 , $328.65 ,83.4%,None,$0.00,7875,LAS,DEN,TRUE
SC Airlines,61.9%," $1,008.24 ", $389.40 ,67.5%,Billboard,$18.02,7616,MSP,DEN,TRUE
SC Airlines,51.0%, $749.01 , $448.72 ,72.6%,Billboard,$19.23,6015,ATL,ATL,TRUE
SC Airlines,59.3%, $633.79 , $294.79 ,65.1%,None,$22.87,6874,DTW,BWI,TRUE
SC Airlines,38.4%, $774.68 , $320.27 ,73.3%,None,$19.90,7762,SFO,ATL,TRUE
Columbia,80.9%, $942.46 , $271.33 ,74.2%,Billboard,$0.00,6045,MSP,MIA,TRUE
SC Airlines,72.9%," $1,028.64 ", $231.73 ,65.5%,Billboard,$18.54,7564,FLL,BNA,TRUE
SC Airlines,72.7%," $1,286.24 ", $399.27 ,72.9%,Billboard,$17.85,6340,IAD,DTW,TRUE
SC Airlines,60.2%, $882.36 , $248.52 ,68.0%,None,$17.90,7542,MCO,DTW,TRUE
SC Airlines,62.2%, $567.65 , $409.79 ,76.0%,Billboard,$18.53,7716,MSP,MCO,TRUE
SC Airlines,64.2%, $984.00 , $535.61 ,82.6%,Billboard,$17.83,7455,ATL,EWR,TRUE
SC Airlines,50.9%," $1,105.40 ", $323.08 ,65.3%,Billboard,$20.83,6320,MSP,BNA,TRUE
Columbia,78.1%, $763.39 , $421.55 ,95.6%,None,$0.00,6149,LAX,EWR,TRUE
SC Airlines,45.6%, $756.37 , $412.28 ,89.3%,Billboard,$24.62,7627,MUC,TPA,TRUE
Columbia,73.0%," $1,168.74 ", $228.83 ,78.6%,Billboard,$0.00,6197,LAS,ATL,TRUE
SC Airlines,55.9%, $608.25 , $364.76 ,64.0%,Billboard,$20.79,6399,ATL,MDW,TRUE
Columbia,79.8%," $1,023.13 ", $263.73 ,74.7%,None,$0.00,6399,PHL,MCO,TRUE
Columbia,99.8%, $750.20 , $385.50 ,79.5%,Billboard,$0.00,7903,SFO,FLL,TRUE
SC Airlines,70.1%," $3,110.88 ", $686.92 ,87.5%,Television,$18.96,12770,ATL,CAN,FALSE
Columbia,87.8%, $604.00 , $311.22 ,68.0%,None,$0.00,6554,MDW,BNA,TRUE
SC Airlines,63.3%, $967.48 , $368.51 ,79.0%,Billboard,$20.51,6816,AUS,BOS,TRUE
Columbia,86.7%, $834.83 , $292.53 ,81.1%,Billboard,$0.00,7594,DCA,ORD,TRUE
Columbia,100.0%, $630.11 , $397.07 ,90.2%,None,$0.00,7115,LAS,BOS,TRUE
SC Airlines,45.3%, $562.36 , $375.81 ,65.6%,Billboard,$20.29,6549,MSP,SAN,TRUE
SC Airlines,75.4%," $1,131.98 ", $612.38 ,69.3%,Television,$15.64,12339,LAX,MIA,FALSE
SC Airlines,69.3%," $1,083.50 ", $354.78 ,69.7%,Billboard,$15.92,7269,ATL,MSP,TRUE
SC Airlines,64.8%, $721.25 , $253.03 ,65.7%,None,$15.29,7123,IAH,LAS,TRUE
SC Airlines,44.4%," $1,913.12 ", $771.40 ,82.8%,Television,$19.85,14187,CAN,IAH,FALSE
SC Airlines,58.8%, $746.01 , $410.81 ,69.3%,Billboard,$18.07,7473,ATL,ATL,TRUE
SC Airlines,56.4%," $1,472.42 ", $483.13 ,58.2%,Billboard,$17.08,15808,BWI,DEN,FALSE
SC Airlines,77.0%, $720.09 , $385.42 ,69.4%,None,$23.94,7997,MSP,MSP,TRUE
SC Airlines,64.1%," $1,026.09 ", $273.36 ,58.5%,None,$16.04,6201,MDW,FLL,TRUE
Columbia,86.5%, $578.85 , $344.81 ,88.9%,None,$0.00,7667,JFK,SAN,TRUE
Columbia,85.2%, $685.85 , $391.27 ,93.8%,Billboard,$0.00,6509,JFK,LAX,TRUE
Columbia,73.6%," $1,093.55 ", $263.14 ,73.8%,Billboard,$0.00,6522,DFW,SEA,TRUE
Columbia,71.2%, $895.39 , $209.17 ,74.7%,None,$0.00,7970,ATL,DFW,TRUE
SC Airlines,76.0%, $626.66 , $268.45 ,67.7%,None,$15.10,6756,FLL,ATL,TRUE
Columbia,100.0%, $987.76 , $338.88 ,94.9%,None,$0.00,7971,SFO,BOS,TRUE
Columbia,90.0%," $1,095.15 ", $370.37 ,88.3%,Billboard,$0.00,6072,EWR,MSP,TRUE
SC Airlines,69.4%," $1,260.04 ", $437.95 ,74.3%,Billboard,$24.44,7106,TPA,DCA,TRUE
SC Airlines,69.8%, $629.58 , $306.70 ,77.5%,None,$16.37,6581,ATL,IAD,TRUE
Columbia,90.5%, $740.40 , $231.88 ,83.1%,None,$0.00,6164,IAH,DCA,TRUE
SC Airlines,52.0%, $756.56 , $364.92 ,65.7%,Billboard,$24.56,7108,ATL,ATL,TRUE
Columbia,76.1%," $1,046.22 ", $332.52 ,82.5%,Billboard,$0.00,7033,LAX,IAH,TRUE
